id,color_name,r,g,b,object,prompt
662,Black,43,41,43,guava,"An image of a guava in rgb(43, 41, 43)."
663,Black,43,41,43,duck,"A duck rendered in RGB color rgb(43, 41, 43)."
664,Black,43,41,43,banana,"A photo of a banana in color rgb(43, 41, 43)."
665,Black,43,41,43,sponge,"A sponge with the color rgb(43, 41, 43)."
666,Black,43,41,43,oven,"A oven rendered in RGB color rgb(43, 41, 43)."
667,Black,43,41,43,minivan,"A minivan with color rgb(43, 41, 43)."
668,Black,43,41,43,umbrella,"A photo of a umbrella in color rgb(43, 41, 43)."
669,Black,43,41,43,football helmet,"A football helmet rendered in RGB color rgb(43, 41, 43)."
670,Black,43,41,43,bear,"A bear rendered in RGB color rgb(43, 41, 43)."
671,Black,43,41,43,apple,"A apple with the color rgb(43, 41, 43)."
672,Black,43,41,43,crocodile,"A crocodile rendered in RGB color rgb(43, 41, 43)."
673,Black,43,41,43,clock,"A realistic clock in rgb(43, 41, 43)."
674,Black,43,41,43,parrot,"A realistic parrot in rgb(43, 41, 43)."
675,Black,43,41,43,tie,"A realistic tie in rgb(43, 41, 43)."
