id,css_name,color_name,hex,r,g,b,object,prompt
573,DarkGray,dark gray,#A9A9A9,169,169,169,minivan,A minivan designed in #A9A9A9 color.
574,DarkGray,dark gray,#A9A9A9,169,169,169,clock,A photo of a clock in the color #A9A9A9.
575,DarkGray,dark gray,#A9A9A9,169,169,169,desk,A desk rendered in #A9A9A9 color.
576,DarkGray,dark gray,#A9A9A9,169,169,169,apple,A highly detailed apple in hex #A9A9A9.
577,DarkGray,dark gray,#A9A9A9,169,169,169,elephant,A elephant rendered entirely in #A9A9A9.
578,DarkGray,dark gray,#A9A9A9,169,169,169,umbrella,A photo of a umbrella in the color #A9A9A9.
579,DarkGray,dark gray,#A9A9A9,169,169,169,guava,A guava in color #A9A9A9.
580,DarkGray,dark gray,#A9A9A9,169,169,169,jeans,A close-up of a jeans in the color #A9A9A9.
581,DarkGray,dark gray,#A9A9A9,169,169,169,taxi,A taxi designed in #A9A9A9 color.
582,DarkGray,dark gray,#A9A9A9,169,169,169,banana,An image of a banana in hex color #A9A9A9.
583,DarkGray,dark gray,#A9A9A9,169,169,169,socks,A highly detailed socks in hex #A9A9A9.
584,DarkGray,dark gray,#A9A9A9,169,169,169,bicycle,A realistic #A9A9A9-colored bicycle.
585,DarkGray,dark gray,#A9A9A9,169,169,169,skateboard,A photo of a skateboard in the color #A9A9A9.
586,DimGray,dim gray,#696969,105,105,105,football helmet,A football helmet in color #696969.
587,DimGray,dim gray,#696969,105,105,105,umbrella,A close-up of a umbrella in the color #696969.
588,DimGray,dim gray,#696969,105,105,105,snowboard,A realistic #696969-colored snowboard.
589,DimGray,dim gray,#696969,105,105,105,apple,A apple with hex color #696969.
590,DimGray,dim gray,#696969,105,105,105,boxing glove,A boxing glove rendered entirely in #696969.
591,DimGray,dim gray,#696969,105,105,105,desk,A desk designed in #696969 color.
592,DimGray,dim gray,#696969,105,105,105,oven,A photo of a oven in the color #696969.
593,DimGray,dim gray,#696969,105,105,105,papaya,A realistic #696969-colored papaya.
594,DimGray,dim gray,#696969,105,105,105,clock,A clock rendered entirely in #696969.
595,DimGray,dim gray,#696969,105,105,105,chair,A highly detailed chair in hex #696969.
596,DimGray,dim gray,#696969,105,105,105,bus,A bus with hex color #696969.
597,DimGray,dim gray,#696969,105,105,105,jeans,A jeans rendered entirely in #696969.
598,DimGray,dim gray,#696969,105,105,105,fan,A fan in color #696969.
599,DimGray,dim gray,#696969,105,105,105,mug,A mug designed in #696969 color.
600,DimGray,dim gray,#696969,105,105,105,socks,A highly detailed socks in hex #696969.
601,Thistle,thistle,#D8BFD8,216,191,216,papaya,A papaya rendered in #D8BFD8 color.
602,Thistle,thistle,#D8BFD8,216,191,216,baseball bat,A close-up of a baseball bat in the color #D8BFD8.
603,Thistle,thistle,#D8BFD8,216,191,216,bus,A bus in color #D8BFD8.
604,Thistle,thistle,#D8BFD8,216,191,216,taxi,A taxi designed in #D8BFD8 color.
605,Thistle,thistle,#D8BFD8,216,191,216,suitcase,A suitcase in color #D8BFD8.
606,Thistle,thistle,#D8BFD8,216,191,216,teapot,A close-up of a teapot in the color #D8BFD8.
607,Thistle,thistle,#D8BFD8,216,191,216,boxing glove,A highly detailed boxing glove in hex #D8BFD8.
608,Thistle,thistle,#D8BFD8,216,191,216,sports ball,An image of a sports ball in hex color #D8BFD8.
609,Thistle,thistle,#D8BFD8,216,191,216,ruler,An image of a ruler in hex color #D8BFD8.
610,Thistle,thistle,#D8BFD8,216,191,216,couch,A photo of a couch in the color #D8BFD8.
611,Thistle,thistle,#D8BFD8,216,191,216,socks,A close-up of a socks in the color #D8BFD8.
612,Thistle,thistle,#D8BFD8,216,191,216,parrot,A parrot with hex color #D8BFD8.
613,Thistle,thistle,#D8BFD8,216,191,216,sports car,A highly detailed sports car in hex #D8BFD8.
614,Thistle,thistle,#D8BFD8,216,191,216,orange,A close-up of a orange in the color #D8BFD8.
615,Thistle,thistle,#D8BFD8,216,191,216,guava,A guava in color #D8BFD8.
616,Black,black,#000000,0,0,0,jeans,An image of a jeans in hex color #000000.
617,Black,black,#000000,0,0,0,suitcase,A suitcase with hex color #000000.
618,Black,black,#000000,0,0,0,socks,An image of a socks in hex color #000000.
619,Black,black,#000000,0,0,0,sponge,A photo of a sponge in the color #000000.
620,Black,black,#000000,0,0,0,umbrella,A close-up of a umbrella in the color #000000.
621,Black,black,#000000,0,0,0,minivan,A highly detailed minivan in hex #000000.
622,Black,black,#000000,0,0,0,elephant,A photo of a elephant in the color #000000.
623,Black,black,#000000,0,0,0,pants,An image of a pants in hex color #000000.
624,Black,black,#000000,0,0,0,bicycle,A bicycle with hex color #000000.
625,Black,black,#000000,0,0,0,baseball bat,A baseball bat rendered in #000000 color.
626,Black,black,#000000,0,0,0,football helmet,An image of a football helmet in hex color #000000.
627,Black,black,#000000,0,0,0,chair,A chair with hex color #000000.
628,Black,black,#000000,0,0,0,skateboard,A skateboard rendered entirely in #000000.
629,Black,black,#000000,0,0,0,cow,A realistic #000000-colored cow.
630,Black,black,#000000,0,0,0,clock,A clock in color #000000.
631,Cornsilk,cornsilk,#FFF8DC,255,248,220,apple,An image of a apple in hex color #FFF8DC.
632,Cornsilk,cornsilk,#FFF8DC,255,248,220,candle,A candle designed in #FFF8DC color.
633,Cornsilk,cornsilk,#FFF8DC,255,248,220,teapot,A teapot rendered entirely in #FFF8DC.
634,Cornsilk,cornsilk,#FFF8DC,255,248,220,taxi,A taxi rendered entirely in #FFF8DC.
635,Cornsilk,cornsilk,#FFF8DC,255,248,220,crocodile,A crocodile in color #FFF8DC.
636,Cornsilk,cornsilk,#FFF8DC,255,248,220,socks,A socks designed in #FFF8DC color.
637,Cornsilk,cornsilk,#FFF8DC,255,248,220,couch,A couch designed in #FFF8DC color.
638,Cornsilk,cornsilk,#FFF8DC,255,248,220,iron,A iron in color #FFF8DC.
639,Cornsilk,cornsilk,#FFF8DC,255,248,220,snowboard,A snowboard in color #FFF8DC.
640,Cornsilk,cornsilk,#FFF8DC,255,248,220,umbrella,A photo of a umbrella in the color #FFF8DC.
641,Cornsilk,cornsilk,#FFF8DC,255,248,220,bus,A highly detailed bus in hex #FFF8DC.
642,Cornsilk,cornsilk,#FFF8DC,255,248,220,duck,A duck with hex color #FFF8DC.
643,Cornsilk,cornsilk,#FFF8DC,255,248,220,oven,A oven in color #FFF8DC.
644,Cornsilk,cornsilk,#FFF8DC,255,248,220,desk,A desk with hex color #FFF8DC.
645,Cornsilk,cornsilk,#FFF8DC,255,248,220,vehicle,A vehicle rendered in #FFF8DC color.
646,LightBlue,light blue,#ADD8E6,173,216,230,football helmet,A football helmet rendered entirely in #ADD8E6.
647,LightBlue,light blue,#ADD8E6,173,216,230,boxing glove,A boxing glove designed in #ADD8E6 color.
648,LightBlue,light blue,#ADD8E6,173,216,230,socks,A close-up of a socks in the color #ADD8E6.
649,LightBlue,light blue,#ADD8E6,173,216,230,jeans,A jeans rendered entirely in #ADD8E6.
650,LightBlue,light blue,#ADD8E6,173,216,230,remote,A photo of a remote in the color #ADD8E6.
651,LightBlue,light blue,#ADD8E6,173,216,230,mango,A mango designed in #ADD8E6 color.
652,LightBlue,light blue,#ADD8E6,173,216,230,pants,A pants rendered entirely in #ADD8E6.
653,LightBlue,light blue,#ADD8E6,173,216,230,duck,A duck rendered entirely in #ADD8E6.
654,LightBlue,light blue,#ADD8E6,173,216,230,microwave,A microwave in color #ADD8E6.
655,LightBlue,light blue,#ADD8E6,173,216,230,desk,A photo of a desk in the color #ADD8E6.
656,LightBlue,light blue,#ADD8E6,173,216,230,crocodile,A crocodile rendered entirely in #ADD8E6.
657,LightBlue,light blue,#ADD8E6,173,216,230,wardrobe,A photo of a wardrobe in the color #ADD8E6.
658,LightBlue,light blue,#ADD8E6,173,216,230,couch,A couch rendered in #ADD8E6 color.
659,LightBlue,light blue,#ADD8E6,173,216,230,clock,A photo of a clock in the color #ADD8E6.
660,LightBlue,light blue,#ADD8E6,173,216,230,suitcase,A suitcase with hex color #ADD8E6.
661,Cyan,cyan,#00FFFF,0,255,255,iron,A photo of a iron in the color #00FFFF.
662,Cyan,cyan,#00FFFF,0,255,255,candle,A candle rendered entirely in #00FFFF.
663,Cyan,cyan,#00FFFF,0,255,255,apple,An image of a apple in hex color #00FFFF.
664,Cyan,cyan,#00FFFF,0,255,255,banana,A banana rendered in #00FFFF color.
665,Cyan,cyan,#00FFFF,0,255,255,ruler,A highly detailed ruler in hex #00FFFF.
666,Cyan,cyan,#00FFFF,0,255,255,snowboard,A snowboard rendered in #00FFFF color.
667,Cyan,cyan,#00FFFF,0,255,255,wardrobe,A photo of a wardrobe in the color #00FFFF.
668,Cyan,cyan,#00FFFF,0,255,255,couch,A couch in color #00FFFF.
669,Cyan,cyan,#00FFFF,0,255,255,taxi,A highly detailed taxi in hex #00FFFF.
670,Cyan,cyan,#00FFFF,0,255,255,chair,A realistic #00FFFF-colored chair.
671,Cyan,cyan,#00FFFF,0,255,255,jeans,A close-up of a jeans in the color #00FFFF.
672,Cyan,cyan,#00FFFF,0,255,255,orange,A orange with hex color #00FFFF.
673,Cyan,cyan,#00FFFF,0,255,255,minivan,A minivan designed in #00FFFF color.
674,Cyan,cyan,#00FFFF,0,255,255,clock,A close-up of a clock in the color #00FFFF.
675,Cyan,cyan,#00FFFF,0,255,255,papaya,A papaya in color #00FFFF.
